type,price,location,date,time
bicycle,800,lot 703,05/02/2023,00:45
bicycle,300,seventh college ,04/21/2023,15:30
bicycle,250,elenore roosevelt res life,05/04/2023,12:20
scooter,550,trolley - central campus station,05/06/2023,18:00
bicycle,400,scholars dr south,05/07/2023,11:11
scooter,245,geisel library,05/07/2023,18:05
bicycle,2500,biomedical sciences - ,05/08/2023,09:30
bicycle,900,ucsd police department,05/09/2023,10:01
bicycle,300,ucsd police department,05/11/2023,10:58
bicycle,299,center hall,05/10/2023,14:15
scooter,600,rimac,05/12/2023,08:54
scooter,-1,trolley - central campus,05/12/2023,15:22
bicycle,250,jacobs hall,05/12/2023,19:53
bicycle,200,1 miramar st,05/14/2023,09:00
scooter,450,tioga hall,05/16/2023,02:30
scooter,1800,tapestry,05/16/2023,03:30
bicycle,300,met building,05/11/2023,22:40
scooter,630,russell ln,05/16/2023,10:10
scooter,300,ucsd central campus station,05/16/2023,06:15
scooter,670,ebu ii building,05/16/2023,14:12
bicycle,800,gilman drive,05/17/2023,04:00
bicycle,-1,engineering building,05/17/2023,12:38
scooter,600,gilman dr,05/18/2023,01:57
bicycle,500,structural and materials engineering building,05/17/2023,19:30
scooter,500,muir ln,05/17/2023,15:00
scooter,350,warren lecture hall,05/18/2023,17:30
bicycle,50,voigt drive,05/20/2023,16:00
bicycle,767,la jolla del sol apartments,05/20/2023,19:51
bicycle,350,scholars dr s,05/17/2023,21:45
scooter,450,peterson ramp,05/21/2023,21:57
scooter,600,international facility,05/23/2023,13:05
scooter,800,muir ln,05/17/2023,22:29
scooter,350,pepper canyon hall,05/24/2023,14:25
bicycle,300,telemedicine  rack,05/25/2023,12:53
bicycle,350,seventh college ,05/25/2023,18:29
bicycle,-1,the bistro,05/25/2023,18:36
bicycle,348,regents rd,05/27/2023,02:00
scooter,-1,trolley - central campus station,05/27/2023,21:18
bicycle,250,center hall ,05/28/2023,20:15
bicycle,400,rita atkinson,05/28/2023,16:00
bicycle,100,tapestry,05/28/2023,23:30
scooter,699,peterson hall,05/30/2023,14:35
scooter,826,sme building,05/30/2023,16:53
bicycle,650,peterson hall,05/31/2023,00:57
bicycle,120,innovation lane,05/16/2023,12:00
scooter,300,regent road,05/31/2023,08:25
bicycle,300,la jolla del sol,07/07/2021,12:21
bicycle,550,one miramar street,07/12/2021,19:30
scooter,500,discovery hall,07/14/2021,21:30
bicycle,2320,ntpll - kaleidoscope,07/13/2021,06:45
bicycle,-1,stein clinical research bldg,07/21/2021,11:14
bicycle,300,south mesa apts,07/22/2021,07:35
bicycle,700,biomedical research facility,07/22/2021,21:35
bicycle,289,mesa nueva - arena,07/25/2021,00:36
bicycle,800,la jolla del sol,07/26/2021,09:26
bicycle,600,structural and material engineering building,07/28/2021,17:30
bicycle,-1,ucsd police department,06/04/2021,14:24
bicycle,425,camp snoopy,06/04/2021,12:00
bicycle,1000,warren college - black hall,06/07/2021,21:20
bicycle,840,nuevo  - brisa,06/06/2021,04:00
bicycle,500,3869 miramar st,06/07/2021,23:20
bicycle,1260,ucsd medical facility - hillcrest,06/25/2021,15:15
bicycle,300,lot 510,06/27/2021,18:00
bicycle,1000,3739 miramar st,12/01/2021,16:05
bicycle,30,stein /  va hospital entrance,11/02/2021,17:41
bicycle,800,geisel library ,11/30/2021,11:30
bicycle,500,ebu2,12/01/2021,22:15
bicycle,399,center hall,12/01/2021,16:50
bicycle,120,brennan hall  cage,12/02/2021,03:30
bicycle,-1,rita atkinson hall,12/02/2021,12:00
bicycle,500,rita atkinson hall ,12/02/2021,10:00
bicycle,600,rita atkinson,12/02/2021,04:30
bicycle,500,warren brennan hall,11/29/2021,08:15
bicycle,200,9450 gilman dr,12/03/2021,08:25
scooter,500,douglas hall,12/03/2021,06:07
scooter,300,central campus trolley station,12/03/2021,16:07
bicycle,750,building 2  cage,12/04/2021,01:45
scooter,600,central campus trolley station,12/04/2021,13:17
scooter,600,central campus trolley station,12/04/2021,14:30
bicycle,100,nuevo ,12/05/2021,02:42
bicycle,900,3487 sixth college ln - ,12/05/2021,21:36
scooter,350,scholars dr north,12/05/2021,19:12
bicycle,450,medical teaching facility,11/23/2021,14:20
bicycle,220,goldberg hall  locker,12/05/2021,10:27
bicycle,700,ucsd police department,12/05/2021,08:15
bicycle,100,geisel,12/02/2021,23:07
scooter,400,seventh college ,12/07/2021,03:05
bicycle,100,ucsd police department,12/07/2021,03:50
bicycle,500,muir college,12/07/2021,08:45
bicycle,200,1 miramar st,12/07/2021,14:35
bicycle,700,engineering building,12/06/2021,02:00
bicycle,950,asia hall,12/08/2021,00:27
bicycle,259,miramar st,06/07/2021,16:55
bicycle,200,matthews ln,12/09/2021,09:45
bicycle,900,warren lecture hall,12/09/2021,09:45
scooter,800,rimac,12/09/2021,19:45
bicycle,923,rimac,12/05/2021,12:00
bicycle,765,seventh college  #1,12/10/2021,03:45
scooter,948,tenaya hall residence,12/10/2021,20:15
bicycle,-1,tapestry,12/12/2021,21:00
bicycle,400,ebu 1 south bicycle rack,12/12/2021,13:30
bicycle,400,nuevo  - tierra,12/12/2021,01:00
bicycle,120,structural and materials engineering bldg,12/08/2021,13:30
bicycle,650,foodworx ,12/15/2021,15:20
bicycle,1150,rimac,12/15/2021,16:57
bicycle,459,mesa nueva - cala,12/16/2021,01:52
bicycle,100,1 miramar south,12/15/2021,14:45
bicycle,200,central mesa apts,12/15/2021,10:17
bicycle,415,scholars dr north,11/30/2021,16:00
bicycle,125,central mesa apts,12/15/2021,03:25
bicycle,340,structural & material engineering bldg,12/16/2021,13:00
bicycle,500,artesa,12/12/2021,03:30
bicycle,299,keeling apartments,12/14/2021,00:00
bicycle,-1,seventh college  #2,12/18/2021,22:35
bicycle,-1,seventh college  #2,12/19/2021,00:07
bicycle,500,one miramar street bldg 2,12/18/2021,00:00
bicycle,349,nuevo  - capa,12/21/2021,12:45
bicycle,500,one miramar st,12/18/2021,09:30
bicycle,-1,one miramar st,12/22/2021,21:25
bicycle,850,regents rd,12/18/2021,06:30
bicycle,650,rimac -  ,12/29/2021,00:00
bicycle,322,tioga hall,12/20/2021,17:30
bicycle,600,tioga hall,03/02/2021,02:22
bicycle,300,stewart hall,01/24/2021,12:10
bicycle,440,3869 miramar street,03/05/2022,02:35
bicycle,500,main gym,03/05/2022,19:52
bicycle,200,atlantis hall,03/07/2021,20:30
bicycle,800,africa hall - ellie's garden,03/12/2021,22:53
bicycle,150,central mesa apts,03/16/2021,09:10
bicycle,500,la jolla del sol apts,03/18/2021,09:00
bicycle,100,the village  - ,03/11/2021,05:50
bicycle,300,9242 central mesa apts,03/25/2021,23:39
bicycle,150,mesa nueva - cala,03/26/2021,12:30
bicycle,-1,seventh college  #1,03/29/2021,12:34
bicycle,600,mesa nueva - marea,03/28/2021,07:37
bicycle,500,nuevo  - viento,04/06/2021,13:00
bicycle,-1,central mesa apts,04/13/2021,10:09
bicycle,200,1 miramar parking structure,04/13/2021,05:15
bicycle,250,one miramar st bldg 1,04/13/2021,09:07
bicycle,950,coast apts,04/15/2021,05:15
bicycle,460,tuolumne apartments,04/09/2021,19:57
bicycle,500,tapestry bldg ,04/26/2021,05:27
bicycle,592,warren lecture hall,04/30/2021,14:30
bicycle,98,tioga hall,12/13/2020,01:47
bicycle,75,mesa nueva - cresta,01/06/2021,10:25
bicycle,300,matthews apartments,01/10/2021,04:30
bicycle,450,discovery wy,01/16/2021,02:31
bicycle,230,la jolla del sol apartments,01/17/2021,17:00
bicycle,330,north torrey pines,01/17/2021,13:30
scooter,300,thurgood marshall res hall,01/29/2021,15:05
bicycle,150,rimac,01/29/2021,16:45
bicycle,2000,ridgewalk academic building,10/01/2021,10:05
bicycle,600,roosevelt college,10/01/2021,04:32
bicycle,-1,peterson hall,10/01/2021,10:30
bicycle,250,3393 lebon dr,10/02/2021,03:00
bicycle,550,seventh college  - building 4 - parking lot,10/03/2021,01:35
bicycle,200,meyers & gilman dr - bus stop,09/28/2021,01:37
bicycle,900,la jolla del sol apartments,09/20/2021,03:30
bicycle,700,pepper canyon south - parking lot,09/28/2021,05:25
bicycle,650,keeling apartments,10/02/2021,01:27
bicycle,300,gilman dr,10/04/2021,15:07
bicycle,760,seventh college bldg 7,10/08/2021,04:02
bicycle,-1,seventh college,10/09/2021,08:10
bicycle,430,york hall,10/08/2021,04:15
bicycle,850,erc,10/08/2021,17:45
bicycle,700,gilman dr,10/14/2021,17:00
bicycle,800,1 miramar street,10/18/2021,09:00
bicycle,500,stewart hall,10/18/2021,14:00
bicycle,250,meteor hall,10/18/2021,18:42
bicycle,540,warren apartments,10/20/2021,07:30
scooter,450,canyon vista,10/20/2021,00:20
scooter,30,marshall college,10/15/2021,00:30
bicycle,377,asia hall,10/20/2021,04:57
bicycle,300,ucsd police department,10/22/2021,07:30
bicycle,1100,seventh college  building 2 - ,10/24/2021,01:30
bicycle,100,seventh college  building 6,10/25/2021,11:16
bicycle,100,seventh college  bldg b,10/24/2021,15:15
bicycle,600,keeling apts south tower,10/26/2021,02:40
bicycle,240,"torrey pines, la jolla",01/26/2021,19:30
bicycle,500,revelle college,02/03/2021,02:00
bicycle,400,tuolumne apts,02/04/2021,12:00
bicycle,600,warren literature bldg,02/05/2021,17:50
bicycle,150,warren apartments,02/06/2021,21:06
bicycle,99,one miramar,02/07/2021,09:30
bicycle,400,camp snoopy res hall,02/07/2021,03:15
bicycle,350,sixth college apartments,01/13/2021,02:55
bicycle,500,1 miramar street,02/08/2021,06:15
bicycle,850,sandford medical education building,02/09/2021,14:15
bicycle,670,telemedicine center,02/09/2021,14:00
bicycle,560,mesa nueva - cresta,02/11/2021,10:25
skateboard,180,10010 n. torrey pines rd.,02/11/2021,14:07
bicycle,-1,tioga hall,02/12/2021,23:47
bicycle,200,earth hall,02/07/2021,06:45
bicycle,500,del sol apts,02/15/2021,13:45
bicycle,200,one miramar st apts,02/15/2021,04:00
bicycle,25,8212 regents rd,02/15/2021,09:30
bicycle,400,charles david keeling apts bldg 1,02/16/2021,22:57
bicycle,500,ntpll - catalyst,02/13/2021,12:00
bicycle,-1,warren mall,02/17/2021,16:24
bicycle,200,la jolla del sol apts,02/18/2021,02:00
bicycle,400,earth hall,02/17/2021,05:52
bicycle,350,ntpll - kaleidoscope,02/19/2021,14:00
bicycle,250,gilman dr,02/15/2021,19:30
bicycle,-1,marshall apartments,02/25/2021,14:57
bicycle,399,lower marshall apartments,02/25/2021,05:00
bicycle,-1,price center,02/25/2021,18:40
bicycle,150,regents rd,07/26/2021,02:30
bicycle,1254,la jolla del sol apts,08/17/2021,00:00
bicycle,699,nuevo  tierra,08/22/2021,22:00
bicycle,399,marshall college,08/27/2021,08:25
bicycle,-1,la jolla village dr,08/31/2021,16:09
bicycle,800,pepper canyon apartments,11/01/2021,06:15
bicycle,900,gilman dr,11/01/2021,07:30
bicycle,20,computer sciences and engineering building,11/01/2021,22:17
bicycle,1600,la jolla del sol apts,10/28/2021,02:30
bicycle,599,upper marshal apts,11/02/2021,04:30
scooter,460,sixth college apts,11/03/2021,06:15
scooter,400,canyon vista,11/04/2021,07:00
bicycle,500,la jolla del sol apts,11/04/2021,01:15
bicycle,700,warren goldberg,11/04/2021,04:30
bicycle,2000,africa hall ,11/07/2021,15:00
bicycle,200,nuevo  - brisa,11/07/2021,15:30
scooter,500,sequoyah hall,11/08/2021,19:30
scooter,450,sixth college / blue bowl restaurant,11/08/2021,20:15
scooter,800,applied physics and math bldg,11/08/2021,20:25
bicycle,450,geisel library,11/09/2021,11:22
scooter,268,marshall uppers apts g,11/10/2021,06:30
scooter,360,gilman dr,11/14/2021,03:30
scooter,950,social sciences research building,11/15/2021,19:40
scooter,949,price center,11/15/2021,16:45
scooter,800,7th college,11/17/2021,11:25
bicycle,800,north america & latin america hall,11/16/2021,14:00
bicycle,300,miramar street,11/16/2021,01:37
bicycle,600,ucsd police department,11/18/2021,11:00
bicycle,40,south mesa apartments,11/19/2021,10:32
bicycle,200,geisel,11/21/2021,08:32
bicycle,800,gilman transit center,11/20/2021,09:00
bicycle,120,voigt dr/ matthew ln,11/21/2021,16:30
bicycle,1200,ucsd police department,11/22/2021,12:35
bicycle,600,geisel,11/23/2021,02:45
bicycle,1500,prebys conrad music center,11/24/2021,14:22
bicycle,600,pepper canyon apartments,11/22/2021,12:27
bicycle,500,sixth lane,11/27/2021,22:10
bicycle,400,center hall,11/26/2021,09:05
scooter,1000,seventh college  building 3,11/28/2021,02:30
bicycle,200,mesa nueva - cala,11/26/2021,05:45
bicycle,600,seventh college  1,11/28/2021,14:50
scooter,550,price center - triton statue,11/24/2021,10:05
bicycle,500,9735 justice ln -  room,11/26/2021,09:00
bicycle,800,blake / argo hall ,11/27/2021,00:15
bicycle,-1, under crouton's,11/29/2021,13:10
bicycle,800,nuevo  - piedra,11/29/2021,09:00
bicycle,200,3967 miramar st,11/30/2021,03:50
scooter,318,library walk,11/30/2021,16:30
scooter,800,library walk,11/30/2021,17:35
bicycle,500,seventh college  #3,11/27/2021,13:30
bicycle,-1,la jolla del sol apartments,05/01/2021,10:45
bicycle,700,discovery way,05/03/2021,01:12
bicycle,699,catalyst parking structure,05/03/2021,02:00
bicycle,53,1 miramar st,05/06/2021,00:02
bicycle,850,thurgood marshall upper apts,05/14/2021,21:15
bicycle,450,1 miramar st,05/03/2021,09:40
bicycle,1000,muir college,05/13/2021,01:35
bicycle,625,muir college,05/14/2021,05:50
bicycle,1200,mesa nueva,05/19/2021,00:15
bicycle,200,nuevo ,05/22/2021,23:25
bicycle,500,tenaya hall,05/25/2021,06:02
bicycle,900,biomedical library,05/26/2021,10:00
scooter,700,ntpll - parking,05/26/2021,19:15
bicycle,-1,moores cancer center,09/08/2021,08:00
bicycle,550,regents rd,09/10/2021,16:45
bicycle,800,mesa nueva - ola parking structure,09/13/2021,08:45
bicycle,130,leichtag family foundation biomed,09/15/2021,13:30
bicycle,50,medical teaching facility,03/13/2020,17:30
bicycle,-1,seventh college ,09/18/2021,12:00
bicycle,-1,osler parking structure,09/18/2021,17:47
bicycle,400,rebecca and john moores cancer center,09/08/2021,08:17
bicycle,54,scholars dr north,09/25/2021,01:45
bicycle,600,nuevo  - viento,09/25/2021,16:29
bicycle,700,mesa nueva - exchange,09/25/2021,18:00
bicycle,700,pangea parking structure,09/28/2021,11:08
bicycle,600,seventh college  bldg 3,09/29/2021,00:45
bicycle,430,central mesa apts,07/10/2020,01:52
bicycle,400,central mesa apts,07/10/2020,02:00
bicycle,-1,central mesa apts,07/13/2020,13:28
bicycle,-1,arbor parking structure - hillcrest,07/12/2020,19:40
bicycle,-1,arbor parking structure - hillcrest,07/13/2020,19:35
bicycle,100,9250 regents rd,07/15/2020,12:00
bicycle,200,revelle apts bldg 1,07/19/2020,05:30
bicycle,150,south mesa apts,07/24/2020,18:10
bicycle,150,regents rd,07/28/2020,02:37
bicycle,750,mesa nueva,07/28/2020,21:30
bicycle,600,mesa nueva - cala,07/30/2020,15:11
bicycle,-1,marshal college,06/01/2020,01:29
bicycle,-1,ucsd medical facility - hillcrest,06/03/2020,17:00
bicycle,459,miramar street,06/09/2020,12:00
bicycle,150,serf building,06/05/2020,00:00
bicycle,200,one miramar street,06/13/2020,16:10
bicycle,100,school of medicine,06/18/2020,14:30
bicycle,500,torrey pines scenic drive,06/18/2020,03:00
bicycle,500,mesa nueva - artesa ,05/01/2020,10:22
bicycle,1098,lebon drive,06/26/2020,02:00
bicycle,150,del sol apartments,06/30/2020,00:50
bicycle,200,north point lane - near trailhead,06/30/2020,11:52
bicycle,300,central mesa apartments,06/28/2020,10:07
bicycle,775,seventh college  bldg 8,11/22/2020,05:00
bicycle,400,9500 gilman dr,12/09/2020,22:55
bicycle,-1,south mesa apts,12/09/2020,22:15
bicycle,300,scholars dr north,11/30/2020,08:45
bicycle,-1,marshall field,12/12/2020,02:30
bicycle,350,sixth college parking garage,12/14/2020,03:30
bicycle,500,price center target,12/16/2020,19:32
bicycle,350,tioga hall,12/15/2020,02:15
bicycle,100,residence hall,12/16/2020,04:45
bicycle,900,argo hall,12/15/2020,14:15
bicycle,100,one miramar street,12/27/2020,15:22
bicycle,600,the village ,02/29/2020,22:50
bicycle,500,the village ,03/02/2020,11:00
bicycle,129,costa verde hall,03/09/2020,08:07
bicycle,200,center hall,03/10/2020,07:50
bicycle,400,kneeling north tower,03/11/2020,11:30
bicycle,800,student services center,03/12/2020,05:55
bicycle,350,geneva hall,03/11/2020,06:25
bicycle,300,argo hall ,03/09/2020,01:00
scooter,400,oceanview terrace - bridge,03/12/2020,00:00
bicycle,75,miramar st,03/12/2020,16:57
bicycle,450,revelle administration bldg - ,02/07/2020,20:30
bicycle,500,mesa nueva - cala,04/03/2020,16:35
scooter,-1,canyon vista dining hall,04/04/2020,16:35
bicycle,150,mesa nueva - artesa,04/04/2020,05:55
bicycle,200,regents rd,04/05/2020,04:30
bicycle,850,the village ,04/16/2020,01:35
bicycle,-1,rebecca and john moores cancer center,04/20/2020,13:57
bicycle,120,south mesa apartments,04/20/2020,03:00
bicycle,200,lebon dr,04/23/2020,11:05
bicycle,-1,uc san diego health - la jolla,04/28/2020,14:00
bicycle,150,1 miramar st bldg 1,01/05/2020,03:15
bicycle,-1,douglas hall,12/25/2019,00:30
bicycle,750,matthews apts b,12/25/2019,17:20
bicycle,-1,thurgood marshall ln/scholars dr north,01/06/2020,12:13
scooter,550,engineering building unit 3b,01/06/2020,16:05
bicycle,275,tioga hall,01/07/2020,16:05
bicycle,30,lebon dr,01/07/2020,11:20
bicycle,400,regents rd,01/09/2020,01:45
scooter,600,sixth college apartment,01/08/2020,15:15
bicycle,400,miramar street,01/08/2020,20:35
bicycle,-1,muir commons,01/09/2020,14:53
bicycle,125,revelle keeling south tower apartments,01/09/2020,11:37
bicycle,700,engineering unit building 3a,01/08/2020,12:10
bicycle,-1,tuolumne apts,01/09/2020,14:25
bicycle,670,del sol apts,01/11/2020,00:50
bicycle,850,ledden auditorium ,01/16/2020,10:10
bicycle,300,tioga hall,01/17/2020,12:12
bicycle,-1,mesa nueva building b,01/20/2020,14:30
bicycle,500,atlantis hall,01/19/2020,01:20
bicycle,65,warren goldberg,01/21/2020,19:42
bicycle,900,64 degrees,01/22/2020,12:15
bicycle,400,sequoyah hall,01/22/2020,18:25
bicycle,-1,ucsd medical facility - hillcrest,01/21/2020,17:15
bicycle,800,mesa nueva building a,01/23/2020,12:00
bicycle,700,mesa nueva fitness facility bicycle rack,01/20/2020,18:10
bicycle,600,miramar street,01/20/2020,18:10
bicycle,420,beagle hall,01/25/2020,07:37
bicycle,210,natural sciences building,01/28/2020,20:17
scooter,59,pepper canyon hall,01/29/2020,14:17
scooter,634,geisel library,01/30/2020,20:45
skateboard,700,keeling apartment,01/09/2020,15:55
bicycle,800,tioga hall,10/03/2020,01:15
bicycle,1027,ntpll - kaleidoscope,10/03/2020,00:00
skateboard,-1,seventh college  building 3,10/03/2020,14:39
bicycle,225,keeling apartments building 1,10/03/2020,02:30
bicycle,829,ntpll - tapestry,10/02/2020,07:10
bicycle,603,sixth college - catalyst,10/05/2020,04:30
bicycle,300,kaleidoscope res hall,10/02/2020,06:15
bicycle,300,revelle argo,10/04/2020,07:55
bicycle,200,ntpll - kaleidoscope,10/04/2020,06:30
bicycle,-1,la jolla del sol,10/06/2020,12:00
bicycle,850,tioga hall,10/05/2020,08:30
bicycle,900,9610 scholars dr north,10/05/2020,07:10
bicycle,1300,parking garage - catalyst bldg,10/09/2020,16:10
bicycle,700,seventh college bldg 6,10/11/2020,05:25
bicycle,600,scholars dr north,10/10/2020,16:42
bicycle,150,seventh college #5,10/11/2020,18:10
bicycle,700,center hall,06/20/2020,12:30
bicycle,807,9321 discovery wy,10/12/2020,23:55
bicycle,-1,9906 scholars dr north,10/12/2020,21:10
bicycle,550,"keeling apts, bldg 3",10/13/2020,03:00
bicycle,527,9334 redwood dr,10/13/2020,05:30
bicycle,-1,bonner hall,10/13/2020,10:12
bicycle,-1,argo hall,10/13/2020,07:02
bicycle,-1,catalyst parking garage,10/03/2020,14:57
bicycle,500,one miramar st bldg 1,10/11/2020,04:00
bicycle,500,3391 lebon dr,09/22/2020,03:30
bicycle,-1,ucsd police department,10/17/2020,12:36
bicycle,800,marshall res hall,10/17/2020,18:39
bicycle,950,north torrey pines rd,10/13/2020,11:30
bicycle,700,galbraith hall,10/19/2020,16:30
bicycle,3000,natural science building,10/19/2020,15:30
bicycle,200, ,10/18/2020,16:07
bicycle,300,scholars drive north,10/18/2020,21:15
bicycle,-1,scholars dr north,10/25/2020,10:28
bicycle,600,seventh college bldg 6,10/20/2020,03:00
bicycle,500,revelle meteor hall,10/28/2020,09:12
bicycle,630,geneva hall,10/29/2020,05:02
bicycle,250,pines dining hall,02/02/2020,16:36
bicycle,550,sixth college apartments,02/04/2020,10:25
bicycle,-1,1 miramar bldg 2,02/06/2020,13:45
bicycle,7500, campus office building,02/06/2020,10:52
bicycle,549,tioga residence hall,02/07/2020,01:55
bicycle,600,mesa nueva bldg a,12/22/2019,05:18
bicycle,200,central mesa apts,02/11/2020,14:00
bicycle,1700,sixth college apts,02/12/2020,01:22
bicycle,900,blake hall,02/07/2020,16:00
bicycle,150,cognitive science building,02/12/2020,20:15
bicycle,170,biomedical science building,02/09/2020,07:17
scooter,450,computer sciences and engineering building,02/18/2020,22:39
bicycle,400,leichtag building,02/18/2020,15:22
bicycle,299,hopkins dr,02/15/2020,13:45
bicycle,-1,uc san diego health - hillcrest,02/15/2020,10:02
bicycle,800,uc san diego campus,02/19/2020,17:20
bicycle,30,sixth college apartments,02/19/2020,15:30
bicycle,500,scholars dr,02/17/2020,14:35
bicycle,400,spanos athletic training center,02/15/2020,14:00
bicycle,420,the village ,02/16/2020,14:30
bicycle,1200,café ventanas,02/21/2020,01:30
bicycle,900,tuolumne apartments,02/21/2020,12:00
bicycle,100,rita atkinson,02/21/2020,01:30
bicycle,600,matthews apartments,02/25/2020,22:47
scooter,200,lyman avenue,02/23/2020,00:00
bicycle,151,price center ,08/04/2020,11:00
bicycle,-1,central mesa apts,08/04/2020,23:16
bicycle,-1,one miramar st bldg 2,08/09/2020,04:56
bicycle,600,miramar street,08/10/2020,17:40
bicycle,250,miramar street,07/23/2020,03:45
bicycle,-1,campus point parking structure e,08/19/2020,13:45
bicycle,400,1 miramar st,08/19/2020,07:00
bicycle,-1, campus medical center central plant,08/20/2020,05:52
bicycle,950,mesa nueva - arena,08/29/2020,15:00
bicycle,-1,seventh college  #8,11/01/2020,01:22
bicycle,600,marshal res hall,11/01/2020,05:10
bicycle,550,village ,11/01/2020,02:22
bicycle,-1,sulpizio cardiovascular center,11/01/2020,19:45
bicycle,569,keeling building 3,11/03/2020,18:45
bicycle,2149,la jolla del sol apartments,11/05/2020,02:30
bicycle,500,mesa nueva,11/06/2020,01:30
bicycle,-1,meteor hall,11/01/2020,18:00
bicycle,499,canyon vista - bicycle rack,11/07/2020,00:15
bicycle,1500,ntpll - kaleidoscope,11/14/2020,21:45
bicycle,400,harlan hall,11/13/2020,21:30
bicycle,370,scholars dr,11/16/2020,06:00
bicycle,150,miramar street,11/18/2020,11:25
bicycle,150,seventh  tower,11/17/2020,20:30
bicycle,535,argo hall and galathea,11/17/2020,22:10
bicycle,800,blacks hall,11/18/2020,02:55
bicycle,-1,lot 601 - ,11/19/2020,20:25
bicycle,-1,bates hall,11/19/2020,03:05
bicycle,50,middle earth lounge,11/22/2020,06:00
bicycle,420,tuolomne apts,11/19/2020,09:00
bicycle,700,oceanview terrace,11/23/2020,02:25
bicycle,200,argo hall / discovery hall,11/29/2020,11:20
bicycle,450,tioga  ,11/30/2020,03:30
bicycle,200,social sciences bldg covered parking,04/06/2020,11:40
bicycle,1073,sixth college res hall - ,03/16/2020,13:10
bicycle,2000,t. denny sanford medical education and telemedicine center,05/03/2020,20:44
bicycle,500,muir biology,05/07/2020,08:37
bicycle,799,keeling apartments,05/12/2020,01:30
bicycle,850,applied physics and athletics,05/12/2020,15:51
bicycle,500,tuolomne apartments,05/05/2020,14:30
bicycle,-1,uc san diego health - la jolla,05/15/2020,01:30
bicycle,270,biomedical research facility 2,05/16/2020,19:10
bicycle,700,one miramar street,05/17/2020,03:45
bicycle,700,one miramar street,05/16/2020,19:44
bicycle,900,jacobs medical center,05/21/2020,16:40
bicycle,900,jacobs medical center,05/21/2020,11:27
bicycle,600,stein clinical research building - ,05/29/2020,20:00
bicycle,850,mesa nueva - cala,08/30/2020,16:00
bicycle,-1,ucsd medical facility - hillcrest,09/02/2020,12:25
bicycle,2000,mesa nueva - artesa,09/03/2020,19:17
bicycle,250,mesa nueva - cresta,09/01/2020,17:30
bicycle,790,nuevo  - tierra,09/09/2020,05:45
bicycle,850,nuevo  - tierra,09/09/2020,03:15
bicycle,750,4067 miramar street,09/10/2020,04:30
bicycle,700,mesa nueva - cala,09/06/2020,14:45
bicycle,1550,nuevo  - tierra,09/14/2020,15:44
bicycle,148,one miramar street,09/14/2020,11:05
bicycle,450,mesa nueva - viento,09/15/2020,14:30
bicycle,200,one miramar street,09/17/2020,09:30
bicycle,150,regents road,09/17/2020,10:25
bicycle,450,"1 miramar st, bldg 1",09/18/2020,15:30
bicycle,1000,9388 redwood dr,09/16/2020,17:50
bicycle,479,coast apts,09/17/2020,00:00
bicycle,399,bonner hall,09/20/2020,17:05
bicycle,350,la jolla del sol apts,09/22/2020,02:00
bicycle,350,la jolla del sol apts,09/22/2020,06:30
bicycle,200,tuolomne apartments,09/25/2020,00:20
bicycle,2400,nuevo  - brisa,09/26/2020,01:45
bicycle,161,kaleidoscope ,09/27/2020,09:00
bicycle,1000,kaleidescope - ,09/25/2020,17:30
bicycle,1200,nuevo  - tierra,09/28/2020,16:00
bicycle,550,1 miramar st,09/24/2020,17:35
bicycle,600,1 miramar street,09/29/2020,12:05
bicycle,300,ucsd police department,09/29/2020,11:15
